customer_id,gender,senior_citizen,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
CUST0183,Male,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,33.35,843.03,No
CUST0184,Female,0,No,Yes,41,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card,30.36,1232.97,No
CUST0185,Male,0,No,Yes,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer,68.2,1904.27,No
CUST0186,Male,0,No,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,53.44,2779.86,No
CUST0187,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,33.55,628.86,No
CUST0188,Male,0,No,No,5,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer,84.61,421.37,No
CUST0189,Male,0,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer,54.6,1363.51,Yes
CUST0190,Male,0,Yes,No,44,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer,81.64,3580.98,No
CUST0191,Female,0,Yes,No,14,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,63.44,868.83,No
CUST0192,Female,0,No,No,59,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,85.21,5054.43,No
CUST0193,Female,0,Yes,Yes,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,84.11,84.11,No
CUST0194,Male,0,Yes,No,5,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,79.56,392.66,No
CUST0195,Female,0,No,No,37,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,117.75,4345.03,No
CUST0196,Male,0,Yes,No,37,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,83.37,3095.16,No
CUST0197,Male,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,114.03,2472.3,Yes
CUST0198,Male,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,71.2,1340.31,Yes
CUST0199,Male,0,No,No,6,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,70.54,420.68,Yes
CUST0200,Female,0,Yes,No,48,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,81.55,3941.15,No
CUST0201,Male,0,Yes,No,28,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,44.91,1265.78,No
CUST0202,Female,1,Yes,No,9,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card,78.31,675.2,No
CUST0203,Male,1,No,No,29,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.82,2128.59,No
CUST0204,Female,0,No,No,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,91.29,6229.87,No
CUST0205,Male,0,Yes,No,19,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,70.93,1317.65,No
CUST0206,Male,0,No,No,65,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card,73.01,4743.68,No
CUST0207,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,99.17,1884.0,Yes
CUST0208,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,74.07,1027.34,No
CUST0209,Male,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.29,547.9,No
CUST0210,Female,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer,98.54,2354.64,Yes
CUST0211,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card,85.47,780.47,No
CUST0212,Female,1,Yes,No,43,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,64.67,2761.65,No
CUST0213,Female,0,No,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,88.51,2225.94,No
CUST0214,Male,0,No,No,52,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,100.7,5258.17,Yes
CUST0215,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,82.03,2938.38,No
CUST0216,Male,0,Yes,No,32,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,81.5,2606.63,No
CUST0217,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card,59.27,1992.8,No
CUST0218,Male,0,No,No,12,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card,71.24,826.27,No
CUST0219,Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,101.82,5320.56,No
CUST0220,Female,0,No,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,57.05,442.55,No
CUST0221,Male,1,No,Yes,52,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card,91.95,4721.06,No
CUST0222,Male,0,Yes,Yes,72,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,107.21,7763.25,No
CUST0223,Female,0,No,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,99.16,5532.91,No
CUST0224,Male,0,Yes,No,33,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,92.03,3030.83,No
CUST0225,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,107.72,2518.58,Yes
CUST0226,Male,0,No,Yes,63,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,118.26,7446.84,No
CUST0227,Female,1,No,No,19,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card,68.95,1305.97,No
CUST0228,Female,1,No,No,35,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Credit card,48.11,1653.15,No
CUST0229,Female,0,No,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,49.95,2756.33,No
CUST0230,Male,0,No,No,67,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,104.05,6967.19,Yes
CUST0231,Male,0,No,No,67,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,118.26,7932.49,Yes
CUST0232,Female,0,No,Yes,7,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card,113.06,799.06,Yes
CUST0233,Male,0,Yes,No,65,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer,125.0,8112.97,No
CUST0234,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card,101.16,910.95,Yes
CUST0235,Male,0,No,No,43,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,76.12,3227.23,No
CUST0236,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,61.07,4103.19,No
CUST0237,Female,0,Yes,No,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,95.55,4590.44,No
CUST0238,Male,0,Yes,Yes,69,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,62.05,4330.79,No
CUST0239,Male,0,Yes,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,93.81,2345.44,No
CUST0240,Female,0,No,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Credit card,68.98,1562.97,No
CUST0241,Male,1,Yes,Yes,24,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,98.49,2362.49,No
CUST0242,Female,0,No,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,88.25,2286.31,Yes
CUST0243,Male,0,No,Yes,50,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,102.83,5152.37,No
CUST0244,Female,1,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,40.98,1353.01,Yes
CUST0245,Female,0,Yes,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,41.42,2205.18,No
CUST0246,Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,111.64,3308.31,Yes
CUST0247,Female,0,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Mailed check,123.66,2850.75,No
CUST0248,Male,0,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,99.18,1423.1,Yes
CUST0249,Female,0,No,No,40,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,102.33,4095.18,Yes
CUST0250,Male,0,No,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card,75.04,4897.93,No
CUST0251,Male,0,Yes,No,62,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,5608.42,No
CUST0252,Male,0,No,Yes,19,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,81.53,1555.74,No
CUST0253,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer,85.94,2987.54,No
CUST0254,Male,1,Yes,No,51,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Credit card,75.92,3876.8,No
CUST0255,Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card,76.73,3483.03,No
CUST0256,Male,0,Yes,No,5,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,51.98,273.15,No
CUST0257,Female,0,Yes,Yes,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,51.51,2233.64,No
CUST0258,Male,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,90.21,259.07,Yes
CUST0259,Male,0,Yes,No,9,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,83.51,746.53,No
CUST0260,Female,0,No,No,48,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,57.8,2771.43,No
CUST0261,Female,0,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Credit card,99.09,791.44,No
CUST0262,Male,0,No,Yes,25,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,86.05,2180.45,No
CUST0263,Male,1,No,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,69.65,2936.27,Yes
CUST0264,Female,0,Yes,Yes,48,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card,66.82,3208.12,No
CUST0265,Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,55.18,1818.95,No
CUST0266,Female,0,No,Yes,7,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,47.25,296.46,No
CUST0267,Male,0,No,No,58,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,99.85,5808.09,Yes
CUST0268,Male,0,No,Yes,69,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,101.1,6957.79,Yes
CUST0269,Female,0,No,Yes,64,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card,119.15,7616.67,Yes
CUST0270,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card,99.28,5407.34,No
CUST0271,Male,0,Yes,No,29,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,102.76,3005.29,No
CUST0272,Male,1,No,No,64,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,112.53,7216.28,No
CUST0273,Male,0,Yes,No,36,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,29.98,1088.8,No
CUST0274,Female,0,No,No,10,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer,63.64,632.28,No
CUST0275,Male,1,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,53.27,3352.72,No
CUST0276,Male,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,83.93,2034.37,Yes
CUST0277,Male,1,Yes,No,68,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card,94.32,6395.02,No
CUST0278,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.29,1079.83,No
CUST0279,Male,1,Yes,No,63,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,70.37,4447.48,No
CUST0280,Male,0,Yes,No,39,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card,81.06,3159.94,No
CUST0281,Male,0,No,Yes,34,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,80.59,2704.34,Yes
CUST0282,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,32.15,718.01,No
CUST0283,Female,0,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,94.88,5780.95,No
CUST0284,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,76.06,393.57,No
CUST0285,Male,1,Yes,Yes,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,59.16,2022.48,No
CUST0286,Female,0,No,No,27,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,79.76,2138.31,No
CUST0287,Male,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,57.79,2327.42,No
CUST0288,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,21.68,399.47,No
CUST0289,Female,0,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,853.18,No
CUST0290,Male,0,No,Yes,28,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,71.92,2000.45,No
CUST0291,Female,1,Yes,No,14,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,124.18,1766.79,No
CUST0292,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,112.79,1684.84,No
CUST0293,Female,0,No,Yes,51,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer,80.02,4115.33,No
CUST0294,Male,0,No,No,19,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,93.64,1823.75,No
CUST0295,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,55.1,1248.83,No
CUST0296,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,61.37,2750.0,No
CUST0297,Female,0,Yes,No,24,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,96.65,2345.71,Yes
CUST0298,Male,0,No,Yes,28,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card,86.99,2427.17,No
CUST0299,Male,1,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,70.37,1245.01,Yes
CUST0300,Male,0,No,No,25,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,68.43,1696.03,No
CUST0301,Male,0,No,No,50,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card,92.6,4619.63,No
CUST0302,Female,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,28.41,1140.42,No
CUST0303,Male,1,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,59.27,4271.44,No
CUST0304,Female,0,No,No,56,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer,95.81,5397.45,No
CUST0305,Female,1,Yes,No,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,53.21,118.78,No
CUST0306,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,84.58,2360.51,No
CUST0307,Male,1,No,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,63.36,1320.8,Yes
CUST0308,Female,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,48.42,2096.1,No
CUST0309,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,108.76,2195.71,No
CUST0310,Male,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,53.17,3746.82,No
CUST0311,Female,0,No,Yes,22,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,125.0,2743.46,Yes
CUST0312,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,79.41,3021.96,No
CUST0313,Male,1,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,45.17,421.13,No
CUST0314,Male,1,Yes,Yes,66,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Bank transfer,82.11,5409.66,No
CUST0315,Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,107.22,7048.15,No
CUST0316,Female,0,No,No,58,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card,66.89,3859.46,No
CUST0317,Female,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card,120.94,3138.41,No
CUST0318,Female,0,No,No,5,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.45,418.81,Yes
CUST0319,Female,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,115.33,6028.63,Yes
CUST0320,Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,100.68,3087.18,No
CUST0321,Male,0,Yes,No,72,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,71.42,5127.31,No
CUST0322,Male,0,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,51.76,2630.81,No
CUST0323,Female,1,No,No,39,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,94.7,3713.17,No
CUST0324,Female,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,48.41,3472.32,Yes
CUST0325,Female,1,Yes,No,58,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,64.28,3717.5,No
CUST0326,Male,0,No,Yes,34,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,77.37,2595.28,No
CUST0327,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,83.97,180.03,Yes
CUST0328,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,121.97,No
CUST0329,Male,0,No,No,32,Yes,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,87.16,2772.77,No
CUST0330,Female,0,Yes,No,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,19.77,804.08,No
CUST0331,Female,1,Yes,No,3,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,86.08,286.41,Yes
CUST0332,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,Yes,Electronic check,97.66,951.48,Yes
CUST0333,Male,0,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,101.11,5135.57,No
CUST0334,Female,0,No,Yes,55,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Bank transfer,36.06,2014.61,No
CUST0335,Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer,88.35,266.94,No
CUST0336,Female,0,Yes,Yes,37,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card,80.28,2987.1,Yes
CUST0337,Female,0,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,90.94,555.68,Yes
CUST0338,Male,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,114.19,6051.19,No
CUST0339,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer,75.21,4579.1,No
CUST0340,Female,1,Yes,No,63,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,35.12,2233.35,No
CUST0341,Female,0,No,Yes,44,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,86.59,3839.02,Yes
CUST0342,Male,0,Yes,No,46,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,62.33,2894.28,No
CUST0343,Female,0,Yes,Yes,67,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card,40.35,2673.81,No
CUST0344,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,87.15,3954.37,No
CUST0345,Female,0,Yes,Yes,33,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer,94.15,3098.0,No
CUST0346,Male,1,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,19.26,1040.42,No
CUST0347,Female,0,No,No,43,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,114.05,4899.92,No
CUST0348,Female,0,Yes,No,61,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card,56.92,3492.9,No
CUST0349,Male,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer,39.57,1517.17,No
CUST0350,Male,0,No,No,63,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,50.06,3147.4,No
CUST0351,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card,90.75,383.94,No
CUST0352,Male,1,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,39.59,122.27,No
CUST0353,Male,0,Yes,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.0,129.68,No
CUST0354,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer,125.0,5107.3,Yes
CUST0355,Female,1,Yes,No,52,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer,63.08,3290.42,No
CUST0356,Female,0,No,No,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,77.1,1231.54,No
CUST0357,Male,1,No,Yes,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,55.44,630.89,No
CUST0358,Female,0,No,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,74.66,4650.1,No
CUST0359,Male,0,No,Yes,55,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,92.28,5063.39,No
CUST0360,Female,0,No,Yes,47,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,68.38,3253.66,No
CUST0361,Female,0,Yes,No,36,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,75.85,2695.53,No
CUST0362,Female,1,Yes,No,31,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,38.14,1177.82,No
CUST0363,Male,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,106.23,194.96,Yes
CUST0364,Female,0,No,No,14,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,42.57,571.59,Yes
CUST0365,Male,0,No,No,65,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,75.54,4897.93,No
CUST0366,Female,0,No,No,25,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,71.94,1842.76,No
